accel_rms_mean,accel_rms_std,accel_delta,accel_roc,velocity_rms_z,peak_to_rms_ratio,motor_temp_delta,humidity_trend,load_pct,load_variance,multivariate_score
29.28,5.9,8.8,-2.13,0.146,1.85,13.6,0.169,0.071,40.3,0.188
32.41,6.24,-0.59,1.39,0.348,2.18,20.2,0.287,0.112,9.3,0.351
33.77,9.08,-7.97,3.97,0.046,1.46,14.2,-0.471,0.068,41.3,0.216
30.83,8.68,-6.68,3.3,-1.488,1.32,15.7,-0.076,0.436,29.9,0.299
32.59,4.08,4.64,0.74,-1.147,2.47,24.6,-0.102,0.207,39.6,0.324
31.45,4.69,2.85,3.38,0.746,2.49,17.7,-0.111,0.612,20.5,0.192
36.21,4.79,-7.82,-3.61,1.292,2.32,16.8,0.399,0.059,22.8,0.25
32.09,11.37,9.87,-3.9,0.426,2.11,12.7,-0.208,0.418,32.9,0.208
33.76,7.85,7.78,-2.76,-0.514,1.98,5.7,0.456,0.136,20.7,0.321
27.31,7.71,4.37,0.68,-0.684,1.96,20.2,-0.419,0.231,17.2,0.145
31.8,11.38,6.66,1.57,-0.885,2.09,15.7,-0.4,0.086,30.4,0.329
29.69,12.25,9.1,3.65,-0.019,1.48,6.5,-0.249,0.486,9.7,0.054
29.87,11.22,1.81,1.58,0.815,1.26,11.2,0.399,0.179,46.0,0.103
32.66,14.38,7.06,4.26,-0.287,1.91,5.7,0.465,0.751,32.1,0.136
28.48,15.39,5.39,-2.42,1.186,2.41,11.0,-0.239,0.175,7.7,0.162
27.79,2.99,-0.44,4.84,-1.211,2.29,23.6,-0.4,0.787,22.2,0.078
34.91,3.51,4.04,-4.14,-0.013,1.46,7.7,0.205,0.516,18.9,0.347
27.21,4.02,8.12,1.69,-1.487,2.46,15.4,0.303,0.121,9.1,0.096
32.38,13.95,-4.02,-3.63,-0.046,2.11,20.5,0.108,0.826,26.4,0.229
31.95,6.23,-1.43,1.05,-0.783,2.23,6.6,0.418,0.449,32.7,0.089
36.9,3.83,1.55,-2.14,-0.751,1.4,12.0,0.377,0.111,15.7,0.372
29.22,2.85,1.94,-0.67,0.486,1.71,13.1,-0.247,0.326,12.5,0.163
34.62,9.04,-3.76,-4.25,-1.083,1.67,14.7,0.309,0.797,26.0,0.24
34.1,5.97,0.51,4.1,-0.222,1.99,15.1,0.482,0.528,49.2,0.061
28.11,15.89,4.02,-1.59,-0.146,2.42,23.3,-0.292,0.341,27.7,0.36
35.57,4.7,2.76,-4.14,-1.032,1.73,20.2,-0.138,0.344,16.7,0.356
31.81,11.35,-8.34,3.59,0.462,1.56,21.8,-0.495,0.705,27.9,0.385
31.26,4.64,-9.19,2.0,-0.165,2.25,22.5,-0.497,0.561,41.6,0.193
33.05,11.47,9.77,3.04,-1.199,1.38,7.8,-0.028,0.185,27.6,0.089
30.56,13.15,-6.77,-2.71,0.157,1.44,16.1,-0.216,0.479,26.2,0.353
32.31,7.11,2.12,0.95,-1.404,1.55,5.8,0.251,0.264,32.2,0.091
30.79,13.0,4.09,4.36,-0.459,1.24,22.1,0.274,0.205,48.5,0.38
36.33,4.43,2.86,0.92,1.271,1.21,23.6,-0.211,0.562,47.1,0.176
31.95,15.76,1.98,-0.36,-0.779,1.37,15.8,0.351,0.069,18.5,0.268
36.16,12.03,-3.41,-1.99,0.34,2.33,7.5,0.262,0.659,9.3,0.28
29.94,9.86,6.0,-2.12,1.151,1.37,5.7,-0.415,0.458,30.0,0.264
27.28,5.22,-3.11,4.81,0.178,2.12,5.5,0.495,0.422,31.3,0.09
28.52,5.22,3.21,2.25,0.656,1.53,23.4,-0.26,0.626,31.8,0.055
35.2,9.81,9.16,4.15,0.853,1.97,11.1,0.268,0.486,17.5,0.252
34.43,13.73,2.05,-0.7,0.413,2.1,12.2,-0.347,0.536,29.4,0.055
27.73,2.81,-3.37,-0.4,-0.799,2.18,12.4,0.394,0.116,19.3,0.205
28.0,5.23,3.28,-4.31,0.263,1.92,7.8,-0.28,0.066,17.6,0.218
31.05,10.67,2.8,3.49,-0.613,1.59,20.5,-0.001,0.778,19.5,0.357
27.16,6.06,-6.32,2.44,1.203,1.43,11.0,-0.495,0.076,8.6,0.298
30.14,12.14,-3.16,4.42,-0.305,1.34,15.7,-0.185,0.275,48.1,0.375
30.91,13.73,1.26,-1.21,-1.014,1.41,14.0,-0.261,0.66,15.0,0.101
35.01,11.53,-4.18,-3.19,-0.833,1.31,17.8,0.422,0.161,22.4,0.066
27.27,13.65,2.1,-1.08,1.214,2.1,17.0,-0.057,0.129,18.3,0.105
28.46,3.96,-3.96,-0.93,0.125,2.2,23.1,-0.141,0.243,12.9,0.192
33.11,8.74,9.81,-4.95,-0.836,1.36,12.1,-0.467,0.222,42.8,0.255
32.07,6.34,5.6,3.21,-1.477,1.4,13.4,0.171,0.089,30.9,0.275
29.19,10.74,-0.21,-0.13,0.311,1.2,17.9,-0.316,0.515,20.4,0.085
28.53,13.84,-2.47,2.18,-0.658,1.84,15.3,-0.132,0.826,18.9,0.304
32.87,10.78,7.97,-2.73,-0.643,2.21,19.5,0.477,0.159,15.5,0.387
33.58,8.65,8.32,0.34,-1.274,1.63,10.8,0.234,0.72,25.0,0.324
28.26,6.25,5.14,-3.04,0.343,2.39,23.4,0.17,0.829,24.3,0.197
31.35,2.95,-6.46,-0.29,1.189,1.74,7.5,0.284,0.178,8.9,0.295
30.29,9.75,-1.86,-4.26,0.664,1.28,7.6,-0.431,0.141,26.5,0.241
36.35,2.47,2.58,-0.22,-0.217,1.64,7.7,-0.302,0.439,29.3,0.255
27.79,4.06,6.37,0.17,-0.647,1.87,13.3,0.412,0.117,17.9,0.103
30.19,2.44,-9.42,2.46,-0.139,1.64,23.2,0.07,0.48,45.9,0.102
29.51,11.83,-5.86,-2.4,-0.466,2.06,15.0,-0.12,0.54,10.7,0.218
36.72,12.06,-7.93,1.59,-0.895,2.09,13.3,0.07,0.756,20.3,0.124
32.32,2.71,-8.03,-2.25,1.112,2.26,21.1,-0.336,0.392,18.2,0.201
35.74,14.33,7.43,-1.31,0.916,1.83,24.9,-0.184,0.326,48.3,0.368
31.97,13.74,3.45,-1.86,0.754,2.0,24.5,-0.24,0.403,18.2,0.199
28.73,13.46,1.56,2.08,0.991,1.23,13.1,-0.362,0.055,23.6,0.095
32.76,6.68,0.68,-1.66,-1.17,2.26,6.1,-0.078,0.151,25.1,0.196
32.01,10.44,-5.37,-1.8,-1.435,1.77,20.6,-0.243,0.752,44.0,0.076
32.84,6.33,7.37,1.57,1.203,1.44,20.7,-0.207,0.445,29.8,0.35
36.43,11.86,4.6,-4.94,1.232,2.46,19.5,-0.036,0.752,21.8,0.352
30.0,11.25,-0.82,-2.96,0.449,1.89,6.9,-0.047,0.595,47.6,0.395
28.53,5.52,-1.11,2.31,-1.032,1.27,16.3,0.203,0.303,37.3,0.188
31.09,12.29,-9.76,-3.03,0.39,2.07,22.0,0.284,0.696,24.2,0.052
27.76,4.06,5.88,-3.48,0.965,2.29,22.8,0.22,0.464,27.7,0.144
30.97,5.66,9.29,0.43,-0.886,2.18,13.5,-0.049,0.511,6.0,0.326
28.75,15.73,0.81,-0.95,0.671,2.03,18.9,-0.119,0.731,33.8,0.139
36.26,14.52,7.53,0.99,-1.428,2.48,23.3,-0.22,0.622,7.3,0.353
28.55,10.78,5.27,-4.06,0.192,1.48,6.0,0.153,0.762,5.0,0.088
30.41,7.58,-0.5,2.87,0.092,2.1,19.2,-0.44,0.752,14.8,0.233
32.19,11.03,4.57,-4.64,-0.734,1.29,10.6,-0.228,0.101,23.3,0.363
30.49,11.7,6.67,-3.09,0.403,1.33,15.3,-0.283,0.298,19.4,0.227
29.07,10.82,-9.76,4.22,0.049,1.61,10.6,-0.39,0.723,25.3,0.142
28.01,15.03,-9.26,3.89,0.871,2.05,13.1,0.106,0.605,34.1,0.121
34.11,8.2,-7.87,0.16,-0.332,2.48,15.3,-0.078,0.118,30.7,0.339
30.95,7.09,4.72,0.21,0.492,1.41,6.3,0.37,0.626,43.9,0.166
36.89,5.02,-6.21,-1.43,0.117,1.96,13.4,-0.06,0.17,21.6,0.178
29.49,5.58,3.12,2.7,0.028,1.57,12.8,0.159,0.125,45.7,0.295
30.45,2.74,3.63,0.39,-0.697,1.75,16.0,0.105,0.216,41.7,0.322
27.16,13.11,-3.18,-3.42,0.977,1.43,20.1,-0.07,0.498,34.1,0.139
27.8,7.3,4.77,-4.39,-0.54,2.34,12.4,-0.2,0.135,15.7,0.331
31.77,4.79,8.31,0.35,0.193,1.81,22.7,0.342,0.561,39.4,0.128
35.75,13.89,9.0,2.93,-0.093,2.4,24.0,-0.384,0.753,27.6,0.099
28.39,12.33,3.05,4.22,-0.905,2.21,6.2,-0.057,0.116,8.3,0.34
34.27,6.02,-6.13,1.75,-0.033,2.35,24.3,-0.151,0.577,43.2,0.292
31.58,8.67,5.15,3.34,0.851,2.37,23.7,0.178,0.516,26.4,0.182
34.2,8.19,5.44,-0.97,-0.134,1.58,17.1,0.223,0.352,43.5,0.118
34.9,2.36,2.3,-1.33,-1.016,2.27,10.6,-0.362,0.59,35.7,0.178
34.91,10.82,9.14,-3.18,1.013,1.95,20.2,-0.256,0.549,5.6,0.057
34.04,8.79,-5.14,-4.5,-1.158,1.84,17.8,-0.386,0.776,19.8,0.311
28.07,3.1,4.18,4.1,-0.243,1.24,5.7,-0.099,0.498,37.3,0.284
35.56,14.8,1.96,3.64,1.256,1.46,11.4,0.008,0.621,21.1,0.363
33.11,3.64,1.41,-0.28,-1.226,1.53,9.8,0.396,0.454,23.6,0.272
35.64,11.59,-5.2,-3.44,1.13,1.32,24.9,-0.005,0.161,34.6,0.198
28.57,9.36,-3.79,0.39,-0.708,2.36,23.0,0.489,0.448,10.8,0.051
35.22,11.73,4.69,1.58,-1.438,1.71,6.0,-0.196,0.647,40.5,0.162
33.01,9.93,-3.24,-2.92,-1.07,2.34,13.0,0.152,0.634,44.6,0.294
29.1,5.4,7.97,3.45,1.229,1.7,19.3,0.333,0.211,5.6,0.367
27.68,2.67,-8.95,3.21,0.266,1.29,13.9,-0.386,0.053,47.3,0.349
32.43,2.77,0.53,4.82,-0.808,2.11,10.6,-0.165,0.755,32.0,0.113
33.95,10.79,-5.4,4.23,0.619,2.02,13.3,-0.411,0.666,22.7,0.237
33.54,9.26,6.22,-3.6,-1.089,2.03,15.4,-0.151,0.837,39.2,0.156
31.71,11.85,-4.87,-0.42,-1.489,1.65,19.4,-0.426,0.713,49.9,0.063
30.61,9.78,-5.76,2.8,-0.766,2.32,13.7,0.43,0.534,32.8,0.152
28.51,9.9,9.75,2.47,-1.08,1.75,9.7,0.499,0.637,21.0,0.06
34.41,7.79,-0.28,-0.21,1.1,1.86,14.6,0.37,0.15,28.9,0.334
29.29,15.04,-1.35,0.26,0.494,1.66,6.8,0.155,0.753,40.2,0.107
36.37,4.53,-6.82,-0.75,-0.195,1.87,18.8,-0.489,0.609,13.8,0.275
27.98,7.64,6.34,-3.31,0.151,2.03,18.5,0.214,0.824,5.0,0.152
32.96,13.4,1.31,-3.94,-0.53,2.01,14.6,-0.348,0.308,32.1,0.224
30.09,9.78,-6.24,0.57,1.379,1.89,11.3,0.424,0.785,47.4,0.152
34.86,3.66,8.94,-1.12,-0.051,1.96,16.4,0.453,0.161,48.1,0.352
35.8,7.03,-8.14,0.33,-1.259,1.35,24.5,0.026,0.082,44.3,0.176
27.56,12.14,-6.33,-2.3,0.612,1.44,24.0,0.061,0.761,20.7,0.212
27.63,5.38,-9.67,-3.59,-0.911,1.36,19.6,-0.35,0.557,7.9,0.228
35.48,2.64,-4.5,0.72,1.407,1.72,17.9,-0.155,0.846,12.3,0.348
31.21,5.08,-7.62,0.61,-0.347,2.35,5.3,0.452,0.561,5.9,0.098
29.75,4.55,-2.3,2.11,-1.083,2.11,16.5,-0.137,0.426,40.7,0.272
37.07,11.85,-3.47,3.84,0.571,2.25,20.3,-0.195,0.807,48.2,0.179
31.21,12.96,-0.08,-4.5,-0.359,2.37,20.8,-0.138,0.293,47.3,0.127
30.44,3.06,-2.38,-0.71,0.147,1.9,21.5,-0.146,0.749,13.9,0.312
29.81,4.9,-4.07,2.41,-0.814,2.42,12.1,0.047,0.393,12.2,0.196
32.08,8.19,-2.17,-2.0,-0.56,1.4,22.2,0.311,0.428,28.6,0.052
32.21,10.62,-5.13,2.73,0.451,2.2,17.2,-0.282,0.713,16.3,0.135
36.89,8.14,1.94,-1.63,0.107,1.66,20.3,0.29,0.305,7.7,0.398
27.45,4.58,-4.62,-0.37,0.698,1.21,14.2,-0.22,0.784,39.1,0.315
32.81,11.85,-1.06,4.15,-0.03,1.38,24.4,-0.185,0.558,46.5,0.283
36.83,2.21,1.24,-4.71,-0.235,1.64,24.9,-0.39,0.081,11.0,0.294
27.19,15.96,-9.54,-3.15,0.187,1.61,11.9,0.385,0.161,25.9,0.143
33.98,11.51,-5.35,-2.76,-0.026,2.32,20.2,-0.312,0.688,37.6,0.085
28.56,11.29,1.52,-2.25,1.107,1.72,8.7,-0.039,0.261,29.8,0.344
30.94,4.69,3.36,-3.89,-1.347,1.67,9.5,-0.308,0.622,20.8,0.152
36.69,5.76,5.13,4.77,0.895,2.27,17.5,0.085,0.309,8.5,0.283
36.37,6.93,-2.85,2.56,-0.84,1.79,5.6,0.265,0.159,13.4,0.346
31.3,4.93,-1.15,-1.15,1.493,1.38,6.7,-0.183,0.431,48.3,0.302
34.77,12.55,5.22,-2.43,-1.195,2.18,5.6,-0.242,0.145,48.9,0.279
31.07,2.34,2.43,-4.41,0.213,1.31,21.6,-0.26,0.682,15.6,0.266
30.51,3.17,4.89,4.41,-0.568,1.24,11.6,0.116,0.522,11.4,0.337
36.29,11.95,-1.62,-2.72,0.911,2.43,24.0,-0.285,0.675,42.3,0.236
32.71,15.48,-3.83,-1.56,1.307,2.05,18.0,-0.443,0.345,41.7,0.19
30.81,14.11,-7.1,-3.24,0.667,1.34,10.1,-0.029,0.664,24.9,0.213
33.21,3.03,4.37,-2.07,-1.427,1.57,10.2,0.395,0.467,36.8,0.276
29.64,14.44,-2.55,4.15,-1.246,1.25,18.1,-0.343,0.835,26.8,0.092
33.57,6.61,-1.84,1.83,-1.156,2.08,14.4,-0.373,0.773,48.2,0.333
36.25,5.12,-6.77,-3.88,-0.218,2.09,6.7,-0.446,0.453,15.3,0.266
28.72,10.42,-5.08,0.67,-1.273,1.62,9.4,-0.039,0.672,10.1,0.059
28.52,9.3,-0.98,-4.99,0.43,1.65,16.9,0.119,0.633,21.8,0.119
29.7,6.57,-9.79,4.88,-1.482,2.21,12.5,0.307,0.245,27.2,0.265
36.02,12.52,-3.81,-1.54,-1.334,1.97,15.1,-0.047,0.367,15.7,0.323
29.88,10.57,4.38,-2.94,-0.276,2.1,18.6,-0.202,0.105,37.0,0.101
35.04,9.69,-8.07,-4.24,-0.769,1.91,7.6,-0.327,0.089,38.8,0.085
29.6,7.37,-7.99,-1.89,-1.053,1.33,15.7,0.047,0.339,15.6,0.061
32.66,4.89,4.62,3.81,0.516,1.88,19.5,0.137,0.228,42.8,0.133
32.81,11.45,-8.28,4.38,-0.063,1.52,12.6,-0.487,0.649,31.7,0.157
32.02,8.86,-9.08,-4.77,-1.112,1.53,19.3,0.281,0.823,46.1,0.21
31.5,5.89,-2.7,2.94,0.883,2.07,21.8,-0.179,0.194,25.6,0.235
27.97,3.68,5.62,2.53,0.367,2.24,11.1,-0.24,0.341,32.2,0.1
31.11,6.86,6.45,1.0,-0.139,1.85,9.7,-0.054,0.597,10.2,0.314
32.17,7.93,-7.17,-0.74,0.254,1.72,7.7,-0.098,0.713,46.6,0.204
29.35,2.5,-2.73,-2.93,-1.205,1.91,22.0,-0.022,0.279,49.7,0.108
28.56,11.72,8.55,2.61,-0.634,1.7,6.4,-0.203,0.363,22.2,0.223
29.21,5.19,-4.06,1.8,-1.285,1.79,20.6,0.184,0.189,35.2,0.181
30.12,5.3,2.02,4.9,0.711,1.47,23.5,-0.238,0.072,16.3,0.16
32.55,10.02,1.86,4.02,1.281,1.48,16.0,0.279,0.235,6.3,0.239
32.03,10.55,2.81,-0.98,-0.819,2.3,20.3,0.077,0.195,47.8,0.323
34.24,15.36,-7.73,1.44,-0.052,1.27,11.6,-0.277,0.102,45.9,0.067
34.6,11.7,1.58,-4.18,-0.145,1.37,8.1,-0.02,0.465,5.9,0.238
31.63,10.28,9.78,-1.0,-1.34,2.28,11.7,-0.052,0.54,40.6,0.305
33.73,13.75,-0.46,-2.15,0.343,2.01,6.1,-0.339,0.745,9.8,0.093
29.96,14.04,5.81,4.88,-0.432,2.16,16.1,0.035,0.132,47.3,0.389
31.5,9.01,2.64,1.85,1.373,2.12,13.1,-0.257,0.845,14.0,0.083
33.13,15.82,-2.67,-1.48,0.954,2.17,20.1,-0.397,0.527,32.4,0.126
36.31,9.21,-8.23,3.39,-0.866,2.31,19.2,0.148,0.76,7.4,0.236
36.65,11.87,-7.72,-2.93,0.97,1.85,13.5,-0.006,0.201,35.7,0.11
31.06,13.33,3.82,-0.78,-1.138,2.29,6.5,0.114,0.472,17.0,0.063
35.65,6.47,2.04,-4.44,-0.071,1.41,12.1,-0.204,0.463,20.0,0.129
34.12,14.75,6.41,-2.66,0.293,1.96,20.2,-0.376,0.435,17.5,0.306
33.21,4.29,8.22,2.77,1.176,1.34,21.2,-0.43,0.53,38.3,0.163
35.98,3.08,4.78,4.81,1.346,1.53,14.9,-0.079,0.194,47.1,0.337
37.09,12.0,-1.88,-4.63,0.589,1.71,16.4,-0.239,0.257,42.1,0.303
32.73,6.58,-8.12,-1.1,0.828,1.98,5.2,0.272,0.426,23.0,0.282
30.56,15.5,-9.08,0.87,0.587,1.6,22.6,0.079,0.422,33.3,0.37
27.5,15.88,2.23,3.66,0.608,1.8,17.7,0.392,0.313,47.6,0.374
31.37,9.23,-8.67,-2.94,1.389,1.81,23.7,-0.047,0.433,11.1,0.218
29.44,6.24,-9.78,4.2,-0.583,2.05,17.9,0.235,0.806,9.2,0.266
35.98,13.85,-5.41,3.09,-0.265,2.39,8.7,-0.265,0.3,45.6,0.083
32.62,11.19,-3.8,-2.32,-0.61,2.46,22.5,-0.229,0.586,35.1,0.105
29.98,13.42,5.08,-4.93,0.303,1.77,12.0,0.394,0.123,35.1,0.23
33.76,15.81,-1.67,-2.26,0.338,1.95,7.1,-0.005,0.204,29.3,0.297
36.16,8.67,-3.6,3.31,-1.097,2.29,24.8,0.184,0.549,27.9,0.339
31.04,3.21,8.04,2.8,-1.419,1.46,12.7,0.117,0.195,31.0,0.397
27.54,15.49,-5.16,-1.18,-0.355,1.96,23.7,-0.077,0.189,12.6,0.171
29.5,7.5,1.37,-4.07,-1.304,2.27,20.6,-0.308,0.591,42.6,0.328
35.02,6.41,-4.39,1.31,-1.054,1.2,13.5,-0.322,0.646,17.2,0.117
35.25,11.55,0.78,-2.7,-0.786,1.47,12.4,0.439,0.64,22.2,0.366
29.73,2.67,-1.31,3.08,0.936,1.43,10.0,0.062,0.357,32.9,0.097
30.49,2.44,-4.62,-1.6,0.999,1.95,11.9,0.474,0.732,33.5,0.378
35.26,15.94,2.18,3.79,1.263,2.3,22.3,-0.251,0.392,45.7,0.356
31.41,6.7,-3.55,-4.04,1.086,1.73,5.9,-0.042,0.692,28.5,0.052
34.81,13.28,-3.2,-3.64,0.026,1.79,23.7,0.486,0.642,32.5,0.191
30.97,15.58,-1.41,0.89,0.334,1.54,5.3,0.201,0.416,43.4,0.275
35.92,14.23,-1.34,-4.49,1.039,2.01,23.2,-0.419,0.821,14.7,0.233
35.16,15.41,8.65,-0.52,-0.49,1.82,12.2,-0.068,0.311,34.4,0.077
34.47,8.04,-9.6,-4.04,-0.026,1.58,16.3,0.223,0.195,17.8,0.123
36.85,10.67,2.79,-0.65,0.051,1.22,24.5,0.426,0.309,45.9,0.276
35.01,7.85,4.15,2.91,-0.812,1.65,5.9,0.325,0.65,16.9,0.112
32.81,3.15,6.63,0.37,-0.997,1.63,13.9,-0.199,0.077,10.9,0.069
35.82,14.14,0.78,3.71,1.497,1.76,8.4,-0.124,0.715,28.1,0.326
33.49,12.76,-5.01,1.47,0.219,2.19,13.1,0.059,0.091,22.3,0.163
30.71,2.41,6.8,-4.78,-1.262,2.19,13.8,0.078,0.531,8.8,0.332
33.69,2.17,-4.12,4.21,1.079,1.39,22.4,0.208,0.418,28.6,0.316
27.69,5.16,-3.45,-3.53,1.336,2.17,9.3,-0.196,0.275,33.3,0.14
32.29,10.49,4.94,2.19,-0.802,1.9,18.5,-0.349,0.228,24.8,0.198
31.97,13.9,8.04,-0.52,-0.84,1.36,13.9,-0.22,0.336,25.8,0.2
33.95,14.57,-2.24,4.43,-0.167,1.61,5.8,0.114,0.778,46.2,0.262
35.34,5.84,-0.08,2.73,-0.377,1.55,10.7,-0.261,0.278,27.6,0.167
33.08,13.99,-1.08,-0.4,-0.739,2.27,5.5,0.253,0.242,22.5,0.197
31.96,2.5,7.44,-4.77,1.1,1.75,12.1,-0.192,0.406,14.0,0.081
30.38,8.72,-5.85,2.77,-1.322,1.96,20.8,0.143,0.087,43.3,0.308
35.17,7.35,-2.86,0.06,-0.773,1.58,10.3,-0.256,0.837,41.0,0.279
31.43,5.58,9.08,4.14,1.095,1.37,13.2,0.484,0.555,46.2,0.285
27.34,15.52,-4.8,-4.71,1.499,2.16,6.4,0.236,0.702,31.3,0.314
30.83,8.03,-8.43,1.89,0.294,1.94,19.7,0.334,0.845,8.9,0.086
36.08,9.16,4.98,-0.52,1.287,1.72,6.5,0.23,0.426,24.1,0.083
33.64,11.19,0.22,1.69,-0.658,1.8,16.7,-0.1,0.571,40.2,0.184
36.07,12.03,-9.68,-1.27,-1.1,1.73,24.6,0.086,0.063,33.9,0.074
34.4,11.94,3.83,-4.96,-0.959,2.12,14.9,0.408,0.734,19.2,0.343
34.02,10.85,-1.55,4.15,-1.299,1.27,6.3,0.376,0.476,21.9,0.158
30.29,14.26,-5.74,0.91,-1.229,1.79,19.8,-0.16,0.259,18.5,0.156
28.5,4.77,2.11,-2.18,-1.45,2.37,22.5,-0.334,0.628,40.2,0.218
29.47,7.14,-8.36,4.16,0.546,2.18,13.1,-0.19,0.744,27.4,0.156
29.25,15.68,8.37,-4.24,0.523,1.21,12.1,-0.126,0.264,47.5,0.196
30.4,13.52,-3.01,4.51,1.307,2.21,12.3,-0.332,0.145,29.8,0.165
35.99,13.41,-8.84,0.77,-0.589,2.35,20.9,-0.424,0.187,49.9,0.393
30.52,13.42,6.79,4.73,-1.168,1.8,20.2,-0.322,0.48,47.4,0.084
29.42,9.58,9.09,-4.08,1.175,2.2,19.6,0.493,0.818,7.9,0.14
31.07,5.77,4.07,4.82,-0.981,2.39,7.1,0.108,0.346,25.8,0.344
37.0,13.97,6.81,2.36,-1.195,1.28,11.3,-0.028,0.205,9.1,0.081
34.46,3.38,-5.01,-1.68,0.423,1.67,22.0,0.452,0.307,6.8,0.071
30.29,2.29,-1.18,-4.12,0.637,2.36,17.3,0.388,0.376,32.6,0.156
34.9,6.61,-1.86,3.39,-0.204,2.17,11.1,0.488,0.293,40.2,0.31
29.06,10.4,-7.17,4.39,1.073,1.98,11.8,-0.445,0.295,8.7,0.266
34.56,3.59,-1.61,-3.95,0.584,1.7,17.8,0.19,0.125,7.6,0.314
35.63,11.96,0.53,-3.68,0.492,1.37,19.8,-0.096,0.163,42.1,0.374
28.74,3.32,6.21,-1.44,0.414,1.42,20.6,0.336,0.505,22.2,0.101
32.52,10.97,-0.07,3.0,0.625,2.17,5.2,0.069,0.161,41.0,0.272
36.6,11.0,-0.15,2.6,0.154,1.79,19.1,-0.342,0.074,48.2,0.281
36.36,5.88,-3.21,-0.07,-1.114,2.25,16.1,0.439,0.166,20.7,0.153
29.09,12.16,-9.11,1.77,0.035,2.4,17.9,0.206,0.168,33.4,0.231
27.39,7.46,-4.24,-4.71,0.874,2.28,10.2,-0.081,0.337,18.5,0.217
31.74,13.39,3.85,1.07,-0.477,2.13,5.5,0.371,0.558,48.7,0.255
30.53,7.63,3.76,-2.96,-1.219,1.71,17.5,-0.146,0.694,14.9,0.246
32.54,15.09,-1.14,3.8,-0.457,2.11,23.2,0.113,0.714,8.3,0.186
36.82,7.97,-7.44,4.27,1.03,1.23,6.8,-0.402,0.632,13.7,0.184
36.45,8.88,1.78,1.65,-0.158,2.35,20.1,0.115,0.221,5.8,0.165
34.83,12.35,7.14,0.21,0.893,2.19,19.6,0.06,0.811,30.6,0.158
33.13,12.67,-4.81,3.09,0.693,2.44,9.7,-0.06,0.499,31.5,0.359
36.81,7.86,-5.7,-4.44,0.193,2.15,7.5,0.23,0.445,41.4,0.14
32.34,9.37,6.29,0.29,0.811,2.29,11.6,0.189,0.169,45.1,0.179
33.87,11.4,3.27,3.73,-1.023,2.38,19.3,0.401,0.658,10.0,0.126
29.69,5.08,-1.26,0.1,-0.471,1.9,11.0,0.442,0.388,45.8,0.274
32.26,10.68,-2.02,-1.76,0.155,1.82,10.4,-0.219,0.31,30.9,0.167
28.03,7.14,-5.99,4.38,-0.533,1.65,20.7,-0.17,0.553,46.6,0.295
32.12,9.66,-0.85,-2.24,1.401,1.28,17.7,0.471,0.359,44.9,0.375
31.53,6.67,-7.59,2.48,-1.147,2.0,14.9,-0.243,0.229,32.6,0.174
30.42,12.87,5.57,-0.64,1.16,1.99,13.8,0.099,0.24,37.5,0.37
27.74,15.5,-2.98,0.04,-0.949,2.29,12.9,-0.308,0.08,39.1,0.165
32.0,11.08,-6.55,-2.19,-1.121,1.56,15.8,0.245,0.294,34.8,0.109
31.06,9.88,1.35,0.2,-0.738,2.05,6.0,-0.417,0.557,27.8,0.062
27.32,5.0,8.2,0.54,-1.284,2.31,22.4,-0.061,0.244,40.8,0.234
31.25,12.59,-7.91,-1.54,-0.716,1.74,5.3,-0.255,0.173,22.7,0.265
31.62,14.11,8.63,3.25,-0.291,2.11,14.9,-0.452,0.316,14.3,0.374
35.77,6.33,1.47,-3.93,0.573,2.12,21.4,-0.151,0.406,33.2,0.289
35.28,7.24,-9.15,4.81,1.138,2.43,24.4,0.223,0.73,34.2,0.28
32.82,14.18,3.47,-0.46,1.124,1.91,6.8,-0.341,0.196,16.7,0.38
30.96,8.83,0.24,-2.11,-0.314,1.78,17.2,0.332,0.715,42.4,0.079
35.06,10.01,1.39,-4.0,0.015,1.79,12.5,-0.431,0.508,36.0,0.155
35.18,10.59,-6.7,-2.94,-1.199,2.39,17.4,-0.322,0.657,39.2,0.231
33.69,11.41,-0.48,-0.6,-0.197,1.69,11.4,0.398,0.435,21.3,0.156
33.38,11.21,4.17,1.39,-0.582,2.48,13.6,-0.029,0.444,20.1,0.194
32.89,15.44,4.52,3.3,-0.703,2.0,23.0,-0.013,0.807,36.2,0.154
28.38,5.09,1.87,-0.33,1.482,2.06,7.2,0.45,0.565,25.8,0.351
34.92,10.74,-4.74,1.63,0.956,2.06,18.9,-0.016,0.188,47.4,0.214
32.26,7.76,-7.92,-1.57,0.444,2.15,14.8,-0.405,0.477,44.4,0.181
29.39,11.45,-6.97,3.61,0.109,2.46,12.0,-0.482,0.67,38.7,0.325
35.62,8.94,1.96,3.33,-0.414,1.85,18.1,-0.098,0.174,45.4,0.236
36.35,10.93,-7.65,-3.07,-0.997,1.48,19.7,0.287,0.56,25.0,0.155
31.91,5.67,6.14,4.97,-0.166,2.13,10.1,0.479,0.586,27.0,0.333
35.46,5.58,-4.18,0.56,0.641,1.94,24.9,0.018,0.223,47.2,0.181
34.92,2.67,-0.77,-3.09,0.974,1.33,6.6,-0.152,0.592,34.7,0.064
28.31,12.63,8.8,-0.4,0.872,1.55,5.7,0.043,0.611,13.0,0.235
